onset	duration	sample	value
1002,652	4,016	250663	200
1006,668	4	251667	201
101,18	0,992	25295	203
1010,668	2	252667	202
1012,668	1,008	253167	203
1013,676	4	253419	1
1017,676	4,016	254419	200
102,172	4,016	25543	1
1021,692	4	255423	201
1025,692	2	256423	202
1027,692	1,008	256923	203
1028,7	4	257175	1
1032,7	4,016	258175	200
1036,716	4	259179	201
1040,716	2	260179	202
1042,716	1,008	260679	203
1043,724	4,016	260931	2
1047,74	4	261935	200
1051,74	4	262935	201
1055,74	2	263935	202
1057,74	1,008	264435	203
1058,748	4	264687	2
106,188	4	26547	200
1062,748	4,016	265687	200
1066,764	4	266691	201
1070,764	2	267691	202
1072,764	1,024	268191	203
1073,788	3,984	268447	1
1077,772	4,016	269443	200
1081,788	4	270447	201
1085,788	2	271447	202
1087,788	1,008	271947	203
1088,796	4,016	272199	2
1092,812	4	273203	200
1096,812	4	274203	201
11,02	0,992	2755	203
110,188	4	27547	201
1100,812	2,016	275203	202
1102,828	1,008	275707	203
1103,836	4	275959	1
1107,836	4,016	276959	200
1111,852	3,984	277963	201
1115,836	2,016	278959	202
1117,852	1,008	279463	203
1118,86	4	279715	2
1122,86	4,016	280715	200
1126,876	4	281719	201
1130,876	2	282719	202
1132,876	1,008	283219	203
1133,884	4	283471	2
1137,884	4	284471	200
114,188	2	28547	202
1141,884	4,016	285471	201
1145,9	2	286475	202
1147,9	1,008	286975	203
1148,908	4,016	287227	1
1152,924	4	288231	200
1156,924	3,984	289231	201
116,188	1,008	29047	203
1160,908	2,016	290227	202
1162,924	1,024	290731	203
1163,948	4	290987	1
1167,948	4	291987	200
117,196	4,016	29299	1
1171,948	4	292987	201
1175,948	2	293987	202
1177,948	1,008	294487	203
1178,956	4,016	294739	2
1182,972	3,984	295743	200
1186,956	4	296739	201
1190,956	2,016	297739	202
1192,972	1,024	298243	203
1193,996	4	298499	1
1197,996	4	299499	200
12,012	4,016	3003	2
1201,996	4	300499	201
1205,996	2	301499	202
1207,996	1,008	301999	203
1209,004	4,016	302251	1
121,212	4	30303	200
1213,02	4	303255	200
1217,02	4	304255	201
1221,02	2	305255	202
1223,02	1,024	305755	203
1224,044	4	306011	2
1228,044	4,016	307011	200
1232,06	3,984	308015	201
1236,044	2,016	309011	202
1238,06	0,992	309515	203
1239,052	4,016	309763	2
1243,068	4	310767	200
1247,068	4	311767	201
125,212	4	31303	201
1251,068	2,016	312767	202
1253,084	1,008	313271	203
1254,092	4	313523	2
1258,092	4,016	314523	200
1262,108	4	315527	201
1266,108	2	316527	202
1268,108	1,008	317027	203
1269,116	4	317279	1
1273,116	4	318279	200
1277,116	4	319279	201
1281,116	2,016	320279	202
1283,132	0,992	320783	203
1284,124	4,032	321031	1
1288,156	4	322039	200
129,212	2,016	32303	202
1292,156	4	323039	201
1296,156	2	324039	202
1298,156	1,024	324539	203
1299,18	3,984	324795	1
1303,164	4,016	325791	200
1307,18	4	326795	201
131,228	0,992	32807	203
1311,18	2,016	327795	202
1313,196	0,992	328299	203
1314,188	4,016	328547	2
1318,204	4	329551	200
132,22	4,016	33055	2
1322,204	4	330551	201
1326,204	2	331551	202
1328,204	0,992	332051	203
1329,196	4,016	332299	2
1333,212	4,016	333303	200
1337,228	3,984	334307	201
1341,212	2,016	335303	202
1343,228	1,008	335807	203
1344,236	4,016	336059	1
