onset	duration	sample	value
1003,036	4	250759	200
1007,036	4,016	251759	201
101,196	1,008	25299	203
1011,052	2	252763	202
1013,052	1,008	253263	203
1014,06	4,016	253515	2
1018,076	4	254519	200
102,204	4,016	25551	1
1022,076	4	255519	201
1026,076	2	256519	202
1028,076	1,024	257019	203
1029,1	4	257275	1
1033,1	4	258275	200
1037,1	4	259275	201
1041,1	2,016	260275	202
1043,116	1,008	260779	203
1044,124	4,016	261031	2
1048,14	4	262035	200
1052,14	4	263035	201
1056,14	2	264035	202
1058,14	1,008	264535	203
1059,148	4,016	264787	1
106,22	4	26555	200
1063,164	4	265791	200
1067,164	4,016	266791	201
1071,18	1,984	267795	202
1073,164	1,024	268291	203
1074,188	4	268547	2
1078,188	4,016	269547	200
1082,204	4	270551	201
1086,204	2	271551	202
1088,204	1,008	272051	203
1089,212	4,016	272303	1
1093,228	4	273307	200
1097,228	4	274307	201
11,004	1,008	2751	203
110,22	4	27555	201
1101,228	2,016	275307	202
1103,244	1,008	275811	203
1104,252	4,016	276063	1
1108,268	3,984	277067	200
1112,252	4	278063	201
1116,252	2,016	279063	202
1118,268	1,008	279567	203
1119,276	4,016	279819	2
1123,292	3,984	280823	200
1127,276	4,016	281819	201
1131,292	2	282823	202
1133,292	1,008	283323	203
1134,3	4,016	283575	1
1138,316	4,016	284579	200
114,22	2,016	28555	202
1142,332	4	285583	201
1146,332	2	286583	202
1148,332	0,992	287083	203
1149,324	4,016	287331	2
1153,34	4	288335	200
1157,34	4	289335	201
116,236	1,008	29059	203
1161,34	2	290335	202
1163,34	1,008	290835	203
1164,348	4,032	291087	2
1168,38	4	292095	200
117,244	4,016	29311	1
1172,38	4	293095	201
1176,38	2	294095	202
1178,38	1,024	294595	203
1179,404	4,016	294851	1
1183,42	3,984	295855	200
1187,404	4,016	296851	201
1191,42	2	297855	202
1193,42	1,008	298355	203
1194,428	4	298607	1
1198,428	4,016	299607	200
12,012	4	3003	1
1202,444	4	300611	201
1206,444	2,016	301611	202
1208,46	1,008	302115	203
1209,468	4,016	302367	2
121,26	4	30315	200
1213,484	3,984	303371	200
1217,468	4	304367	201
1221,468	2,016	305367	202
1223,484	1,008	305871	203
1224,492	4,016	306123	2
1228,508	4	307127	200
1232,508	3,984	308127	201
1236,492	2,016	309123	202
1238,508	1,008	309627	203
1239,516	4,016	309879	1
1243,532	4	310883	200
