onset	duration	sample	value
1002,636	4	250659	200
1006,636	4	251659	201
101,164	1,008	25291	203
1010,636	2,016	252659	202
1012,652	1,008	253163	203
1013,66	4	253415	1
1017,66	3,984	254415	200
102,172	4	25543	2
1021,644	4,016	255411	201
1025,66	2	256415	202
1027,66	1,008	256915	203
1028,668	4,016	257167	2
1032,684	4	258171	200
1036,684	4	259171	201
1040,684	2	260171	202
1042,684	1,008	260671	203
1043,692	4	260923	1
1047,692	4	261923	200
1051,692	4	262923	201
1055,692	2	263923	202
1057,692	1,024	264423	203
1058,716	4	264679	1
106,172	4	26543	200
1062,716	4	265679	200
1066,716	4,016	266679	201
1070,732	2	267683	202
1072,732	1,008	268183	203
1073,74	4	268435	2
1077,74	4	269435	200
1081,74	4,016	270435	201
1085,756	1,984	271439	202
1087,74	1,024	271935	203
1088,764	4	272191	2
1092,764	4	273191	200
1096,764	4	274191	201
11,004	1,024	2751	203
110,172	4	27543	201
1100,764	2	275191	202
1102,764	1,008	275691	203
1103,772	4,016	275943	2
1107,788	4	276947	200
1111,788	4	277947	201
1115,788	2	278947	202
1117,788	1,024	279447	203
1118,812	4	279703	1
1122,812	4	280703	200
1126,812	4	281703	201
1130,812	2,016	282703	202
1132,828	1,008	283207	203
1133,836	4,016	283459	1
1137,852	4	284463	200
114,172	2,016	28543	202
1141,852	3,984	285463	201
1145,836	2,016	286459	202
1147,852	1,008	286963	203
1148,86	4	287215	2
1152,86	4	288215	200
1156,86	4,016	289215	201
116,188	0,992	29047	203
1160,876	1,984	290219	202
1162,86	1,024	290715	203
1163,884	4	290971	2
1167,884	4	291971	200
117,18	4,016	29295	1
1171,884	4	292971	201
1175,884	2,016	293971	202
1177,9	1,008	294475	203
1178,908	4,016	294727	1
1182,924	4	295731	200
1186,924	3,984	296731	201
1190,908	2,016	297727	202
1192,924	1,008	298231	203
1193,932	4	298483	2
1197,932	4,016	299483	200
12,028	3,984	3007	2
1201,948	3,984	300487	201
1205,932	2,016	301483	202
1207,948	1,008	301987	203
1208,956	4	302239	1
121,196	4	30299	200
1212,956	4,016	303239	200
1216,972	3,984	304243	201
1220,956	2,016	305239	202
1222,972	1,008	305743	203
1223,98	4	305995	1
1227,98	4,016	306995	200
1231,996	3,984	307999	201
1235,98	2,016	308995	202
1237,996	1,008	309499	203
1239,004	4	309751	2
1243,004	4	310751	200
1247,004	4,016	311751	201
125,196	4	31299	201
1251,02	2	312755	202
1253,02	1,008	313255	203
1254,028	4,016	313507	1
1258,044	3,984	314511	200
1262,028	4,016	315507	201
1266,044	2	316511	202
1268,044	1,008	317011	203
1269,052	4,016	317263	2
1273,068	4	318267	200
1277,068	4	319267	201
1281,068	2	320267	202
1283,068	1,008	320767	203
1284,076	4,016	321019	2
1288,092	4	322023	200
129,196	2,016	32299	202
1292,092	4	323023	201
1296,092	2	324023	202
1298,092	1,008	324523	203
1299,1	4,016	324775	1
1303,116	4	325779	200
1307,116	4	326779	201
131,212	0,992	32803	203
1311,116	2,016	327779	202
1313,132	1,008	328283	203
1314,14	4	328535	1
1318,14	4	329535	200
132,204	4,032	33051	1
1322,14	4	330535	201
1326,14	2,016	331535	202
1328,156	0,992	332039	203
1329,148	4,032	332287	1
1333,18	4	333295	200
1337,18	4	334295	201
1341,18	2	335295	202
1343,18	1,008	335795	203
1344,188	4	336047	2
1348,188	4	337047	200
1352,188	4,016	338047	201
1356,204	2	339051	202
1358,204	1,008	339551	203
1359,212	4,016	339803	2
136,236	3,984	34059	200
1363,228	8,992	340807	200
1372,22	4	343055	201
1376,22	0,992	344055	202
1377,212	1,024	344303	203
1378,236	3,632	344559	1
1381,868	0,992	345467	101
1382,86	4	345715	200
1386,86	4,016	346715	201
1390,876	0,992	347719	202
1391,868	0,992	347967	203
1392,86	3,888	348215	1
1396,748	1,008	349187	101
1397,756	4	349439	200
140,22	4	35055	201
1401,756	4	350439	201
1405,756	0,992	351439	202
1406,748	1,024	351687	203
1407,772	3,648	351943	1
1411,42	1,008	352855	101
1412,428	4	353107	200
1416,428	4	354107	201
1420,428	0,992	355107	202
1421,42	1,008	355355	203
1422,428	3,632	355607	2
1426,06	1,008	356515	102
1427,068	4	356767	200
1431,068	4	357767	201
1435,068	0,992	358767	202
1436,06	1,008	359015	203
1437,068	3,664	359267	2
144,22	2	36055	202
1440,732	0,992	360183	102
1441,724	4	360431	200
1445,724	4	361431	201
1449,724	1,008	362431	202
1450,732	0,992	362683	203
1451,724	4,816	362931	1
1456,54	1,008	364135	101
1457,548	3,984	364387	200
146,22	1,008	36555	203
1461,532	4,016	365383	201
1465,548	0,992	366387	202
1466,54	1,008	366635	203
1467,548	3,648	366887	1
147,228	4,016	36807	1
1471,196	0,992	367799	101
1472,188	4,016	368047	200
1476,204	3,984	369051	201
1480,188	1,008	370047	202
1481,196	1,008	370299	203
1482,204	3,632	370551	2
1485,836	1,008	371459	102
1486,844	4	371711	200
1490,844	4	372711	201
1494,844	1,008	373711	202
1495,852	0,992	373963	203
1496,844	3,616	374211	1
1500,46	1,008	375115	101
1501,468	4	375367	200
1505,468	4,016	376367	201
1509,484	0,992	377371	202
151,244	4,016	37811	200
1510,476	0,992	377619	203
1511,468	3,664	377867	2
1515,132	1,008	378783	102
1516,14	3,984	379035	200
1520,124	4	380031	201
1524,124	1,024	381031	202
1525,148	0,992	381287	203
1526,14	6,976	381535	1
1533,116	0,992	383279	101
1534,108	4,016	383527	200
1538,124	3,984	384531	201
1542,108	1,008	385527	202
1543,116	1,008	385779	203
1544,124	3,712	386031	1
1547,836	1,008	386959	101
1548,844	3,984	387211	200
155,26	3,984	38815	201
1552,828	4,016	388207	201
1556,844	0,992	389211	202
1557,836	1,008	389459	203
1558,844	6,096	389711	1
1564,94	0,992	391235	101
1565,932	4	391483	200
1569,932	4	392483	201
1573,932	1,008	393483	202
1574,94	1,008	393735	203
1575,948	3,632	393987	2
1579,58	0,992	394895	102
1580,572	4	395143	200
1584,572	4	396143	201
1588,572	0,992	397143	202
1589,564	1,008	397391	203
159,244	2,016	39811	202
1590,572	3,584	397643	2
1594,156	1,008	398539	102
1595,164	4	398791	200
1599,164	4	399791	201
16,012	4,016	4003	200
1603,164	0,992	400791	202
1604,156	1,008	401039	203
1605,164	3,68	401291	2
1608,844	1,024	402211	102
1609,868	3,984	402467	200
161,26	1,008	40315	203
1613,852	4	403463	201
1617,852	1,008	404463	202
1618,86	0,992	404715	203
1619,852	3,6	404963	2
162,268	4	40567	2
1623,452	1,008	405863	102
1624,46	4	406115	200
1628,46	4	407115	201
1632,46	0,992	408115	202
1633,452	1,024	408363	203
1634,476	3,6	408619	2
1638,076	1,008	409519	102
1639,084	3,984	409771	200
1643,068	4	410767	201
1647,068	1,008	411767	202
1648,076	0,992	412019	203
1649,068	3,84	412267	1
1652,908	1,008	413227	101
1653,916	4	413479	200
1657,916	4	414479	201
166,268	4	41567	200
1661,916	1,008	415479	202
1662,924	0,992	415731	203
1663,916	3,6	415979	2
1667,516	1,008	416879	102
1668,524	4	417131	200
1672,524	3,984	418131	201
1676,508	1,008	419127	202
1677,516	1,008	419379	203
1678,524	14,304	419631	1
1692,828	0,992	423207	101
1693,82	4	423455	200
1697,82	4	424455	201
170,268	4,016	42567	201
1701,82	0,992	425455	202
1702,812	1,008	425703	203
1703,82	4,912	425955	1
1708,732	1,008	427183	101
1709,74	4	427435	200
1713,74	4	428435	201
1717,74	0,992	429435	202
1718,732	1,008	429683	203
1719,74	6,656	429935	2
1726,396	1,008	431599	102
1727,404	4	431851	200
1731,404	3,984	432851	201
1735,388	1,008	433847	202
1736,396	1,008	434099	203
1737,404	3,584	434351	2
174,284	1,984	43571	202
1740,988	1,008	435247	102
1741,996	4	435499	200
1745,996	4,016	436499	201
1750,012	0,992	437503	202
1751,004	0,992	437751	203
1751,996	3,632	437999	1
1755,628	1,008	438907	101
1756,636	3,984	439159	200
176,268	1,024	44067	203
1760,62	4,016	440155	201
1764,636	1,008	441159	202
1765,644	0,992	441411	203
1766,636	4,896	441659	1
177,292	4,016	44323	1
1771,532	1,008	442883	101
1772,54	4	443135	200
1776,54	4	444135	201
1780,54	0,992	445135	202
