onset	duration	sample	value
1002,652	4,016	250663	200
1006,668	4	251667	201
101,164	1,008	25291	203
1010,668	2	252667	202
1012,668	1,024	253167	203
1013,692	3,984	253423	2
1017,676	4,016	254419	200
102,172	4,016	25543	1
1021,692	4,016	255423	201
1025,708	1,984	256427	202
1027,692	1,008	256923	203
1028,7	4,016	257175	1
1032,716	4,016	258179	200
1036,732	4	259183	201
1040,732	1,984	260183	202
1042,716	1,008	260679	203
1043,724	4,016	260931	1
1047,74	4	261935	200
1051,74	4	262935	201
1055,74	2	263935	202
1057,74	1,024	264435	203
1058,764	4,016	264691	1
106,188	4	26547	200
1062,78	3,984	265695	200
1066,764	4,016	266691	201
1070,78	2	267695	202
1072,78	1,008	268195	203
1073,788	4	268447	2
1077,788	4	269447	200
1081,788	4,016	270447	201
1085,804	2	271451	202
1087,804	1,008	271951	203
1088,812	4	272203	2
1092,812	4,016	273203	200
1096,828	4	274207	201
11,02	1,008	2755	203
110,188	4	27547	201
1100,828	1,984	275207	202
1102,812	1,008	275703	203
1103,82	4	275955	1
1107,82	4,016	276955	200
1111,836	4	277959	201
1115,836	2,016	278959	202
1117,852	0,992	279463	203
1118,844	4,016	279711	1
1122,86	4	280715	200
1126,86	4	281715	201
1130,86	2,016	282715	202
1132,876	0,992	283219	203
1133,868	4,016	283467	1
1137,884	4	284471	200
114,188	2	28547	202
1141,884	4,016	285471	201
1145,9	2	286475	202
1147,9	1,008	286975	203
1148,908	4,016	287227	2
1152,924	3,984	288231	200
1156,908	4	289227	201
116,188	1,008	29047	203
1160,908	2,016	290227	202
1162,924	1,008	290731	203
1163,932	4	290983	1
1167,932	4,016	291983	200
117,196	4,016	29299	1
1171,948	4	292987	201
1175,948	2	293987	202
1177,948	1,008	294487	203
1178,956	4	294739	2
1182,956	4	295739	200
1186,956	4,016	296739	201
1190,972	2	297743	202
1192,972	1,008	298243	203
1193,98	4	298495	1
1197,98	4	299495	200
12,028	4,016	3007	1
1201,98	4	300495	201
1205,98	2,016	301495	202
1207,996	0,992	301999	203
1208,988	4,016	302247	2
121,212	4	30303	200
1213,004	4	303251	200
1217,004	4	304251	201
1221,004	2,016	305251	202
1223,02	0,992	305755	203
1224,012	4,032	306003	1
1228,044	3,984	307011	200
1232,028	4	308007	201
1236,028	2	309007	202
1238,028	1,024	309507	203
1239,052	4,016	309763	1
1243,068	3,984	310767	200
1247,052	4,016	311763	201
125,212	4	31303	201
1251,068	2	312767	202
1253,068	1,008	313267	203
1254,076	4	313519	1
1258,076	4,016	314519	200
1262,092	4	315523	201
1266,092	2	316523	202
1268,092	1,008	317023	203
1269,1	4	317275	2
1273,1	4,016	318275	200
1277,116	4	319279	201
1281,116	2	320279	202
1283,116	1,008	320779	203
1284,124	4	321031	2
1288,124	4,016	322031	200
129,212	2,016	32303	202
1292,14	4	323035	201
1296,14	2	324035	202
1298,14	1,008	324535	203
1299,148	4,016	324787	2
1303,164	4	325791	200
1307,164	4	326791	201
131,228	0,992	32807	203
1311,164	2,016	327791	202
1313,18	1,008	328295	203
1314,188	4	328547	1
1318,188	4	329547	200
132,22	4	33055	2
1322,188	4	330547	201
1326,188	2	331547	202
1328,188	1,008	332047	203
1329,196	4,016	332299	2
1333,212	4	333303	200
1337,212	4	334303	201
1341,212	2	335303	202
1343,212	1,008	335803	203
