onset	duration	sample	value
1002,668	4,016	250667	200
1006,684	3,984	251671	201
101,164	1,008	25291	203
1010,668	2,016	252667	202
1012,684	1,024	253171	203
1013,708	4	253427	1
1017,708	4	254427	200
102,172	4,016	25543	2
1021,708	4	255427	201
1025,708	2	256427	202
1027,708	1,008	256927	203
1028,716	4,016	257179	1
1032,732	4	258183	200
1036,732	4	259183	201
1040,732	2,016	260183	202
1042,748	0,992	260687	203
1043,74	4,016	260935	2
1047,756	4	261939	200
1051,756	4	262939	201
1055,756	2	263939	202
1057,756	1,024	264439	203
1058,78	4,016	264695	1
106,188	3,984	26547	200
1062,796	3,984	265699	200
1066,78	4,016	266695	201
1070,796	1,984	267699	202
1072,78	1,024	268195	203
1073,804	4	268451	1
1077,804	4	269451	200
1081,804	4,016	270451	201
1085,82	2	271455	202
1087,82	1,008	271955	203
1088,828	4	272207	2
1092,828	4	273207	200
1096,828	4,016	274207	201
11,02	1,008	2755	203
110,172	4,016	27543	201
1100,844	2	275211	202
1102,844	1,008	275711	203
1103,852	4,016	275963	2
1107,868	4	276967	200
1111,868	3,984	277967	201
1115,852	2,016	278963	202
1117,868	1,008	279467	203
1118,876	4,016	279719	2
1122,892	3,984	280723	200
1126,876	4	281719	201
1130,876	2,016	282719	202
1132,892	1,024	283223	203
1133,916	4	283479	1
1137,916	4	284479	200
114,188	2	28547	202
1141,916	4	285479	201
1145,916	2	286479	202
1147,916	1,024	286979	203
1148,94	4	287235	1
1152,94	4,016	288235	200
1156,956	4	289239	201
116,188	1,024	29047	203
1160,956	2	290239	202
1162,956	0,992	290739	203
1163,948	4,016	290987	2
1167,964	4	291991	200
117,212	4	29303	1
1171,964	4	292991	201
1175,964	2,016	293991	202
1177,98	1,008	294495	203
1178,988	4	294747	1
1182,988	4,016	295747	200
1187,004	4	296751	201
1191,004	2	297751	202
1193,004	1,008	298251	203
1194,012	4,016	298503	2
1198,028	4	299507	200
12,028	4	3007	1
1202,028	4	300507	201
1206,028	2,016	301507	202
1208,044	1,008	302011	203
1209,052	3,984	302263	1
121,212	4	30303	200
1213,036	4,016	303259	200
1217,052	4	304263	201
1221,052	2	305263	202
1223,052	1,008	305763	203
1224,06	4,016	306015	1
1228,076	4	307019	200
1232,076	3,984	308019	201
1236,06	2,016	309015	202
1238,076	1,008	309519	203
1239,084	4,016	309771	2
1243,1	4	310775	200
1247,1	4	311775	201
125,212	4	31303	201
1251,1	2	312775	202
1253,1	1,008	313275	203
1254,108	4	313527	1
1258,108	4,016	314527	200
1262,124	4	315531	201
1266,124	2	316531	202
1268,124	1,008	317031	203
1269,132	4,016	317283	1
1273,148	4	318287	200
1277,148	4	319287	201
1281,148	2	320287	202
1283,148	1,008	320787	203
1284,156	4,016	321039	2
1288,172	4	322043	200
129,212	2,016	32303	202
1292,172	4	323043	201
1296,172	2	324043	202
1298,172	1,008	324543	203
1299,18	4	324795	2
1303,18	4,016	325795	200
1307,196	4	326799	201
131,228	0,992	32807	203
1311,196	2	327799	202
1313,196	1,024	328299	203
1314,22	3,984	328555	2
1318,204	4,016	329551	200
132,22	4,016	33055	2
1322,22	4	330555	201
1326,22	2	331555	202
1328,22	1,008	332055	203
1329,228	4	332307	1
1333,228	4,016	333307	200
1337,244	4	334311	201
1341,244	2	335311	202
1343,244	1,008	335811	203
1344,252	4,016	336063	2
1348,268	4,016	337067	200
1352,284	3,984	338071	201
1356,268	2	339067	202
1358,268	1,024	339567	203
1359,292	4,016	339823	1
136,236	4,016	34059	200
1363,308	9,024	340827	200
1372,332	4	343083	201
1376,332	1,008	344083	202
1377,34	0,992	344335	203
1378,332	3,552	344583	1
1381,884	1,008	345471	101
1382,892	4	345723	200
1386,892	3,984	346723	201
1390,876	1,008	347719	202
1391,884	1,008	347971	203
1392,892	3,6	348223	2
1396,492	0,992	349123	102
1397,484	4,016	349371	200
140,252	3,984	35063	201
1401,5	4	350375	201
1405,5	1,008	351375	202
1406,508	0,992	351627	203
1407,5	3,712	351875	1
1411,212	0,992	352803	101
1412,204	4,016	353051	200
1416,22	4	354055	201
1420,22	0,992	355055	202
1421,212	1,008	355303	203
1422,22	3,648	355555	2
1425,868	0,992	356467	102
1426,86	4,016	356715	200
1430,876	3,984	357719	201
1434,86	1,024	358715	202
1435,884	0,992	358971	203
1436,876	3,648	359219	1
144,236	2,016	36059	202
1440,524	0,992	360131	101
1441,516	4	360379	200
1445,516	4	361379	201
1449,516	1,008	362379	202
1450,524	0,992	362631	203
1451,516	3,616	362879	2
1455,132	0,992	363783	102
1456,124	4	364031	200
146,252	1,008	36563	203
1460,124	4	365031	201
1464,124	1,008	366031	202
1465,132	1,008	366283	203
1466,14	3,568	366535	2
1469,708	1,008	367427	102
147,26	4	36815	1
1470,716	4	367679	200
1474,716	4	368679	201
1478,716	0,992	369679	202
1479,708	1,008	369927	203
1480,716	3,664	370179	1
1484,38	0,992	371095	101
1485,372	4,016	371343	200
1489,388	3,984	372347	201
1493,372	1,008	373343	202
1494,38	0,992	373595	203
1495,372	8,32	373843	1
1503,692	0,992	375923	101
1504,684	4,016	376171	200
1508,7	3,984	377175	201
151,26	4	37815	200
1512,684	1,008	378171	202
1513,692	0,992	378423	203
1514,684	3,68	378671	2
1518,364	0,992	379591	102
1519,356	4	379839	200
1523,356	4	380839	201
1527,356	1,008	381839	202
1528,364	1,008	382091	203
1529,372	3,632	382343	2
1533,004	0,992	383251	102
1533,996	4,016	383499	200
1538,012	4	384503	201
1542,012	0,992	385503	202
1543,004	1,008	385751	203
1544,012	3,632	386003	1
1547,644	0,992	386911	101
1548,636	4,016	387159	200
155,26	4	38815	201
1552,652	3,984	388163	201
1556,636	1,008	389159	202
1557,644	0,992	389411	203
1558,636	3,68	389659	2
1562,316	1,008	390579	102
1563,324	4	390831	200
1567,324	4	391831	201
1571,324	0,992	392831	202
1572,316	1,008	393079	203
1573,324	3,632	393331	1
1576,956	0,992	394239	101
1577,948	4	394487	200
1581,948	4,016	395487	201
1585,964	0,992	396491	202
1586,956	1,008	396739	203
1587,964	3,712	396991	1
159,26	2,016	39815	202
1591,676	0,992	397919	101
1592,668	4	398167	200
1596,668	4	399167	201
16,028	4,016	4007	200
1600,668	1,024	400167	202
1601,692	0,992	400423	203
1602,684	3,696	400671	1
1606,38	1,008	401595	101
1607,388	4	401847	200
161,276	1,008	40319	203
1611,388	4	402847	201
1615,388	0,992	403847	202
1616,38	1,008	404095	203
1617,388	3,728	404347	2
162,284	4	40571	2
1621,116	1,008	405279	102
1622,124	4	405531	200
1626,124	4	406531	201
1630,124	0,992	407531	202
1631,116	1,024	407779	203
1632,14	3,824	408035	2
1635,964	1,008	408991	102
1636,972	4	409243	200
1640,972	4	410243	201
1644,972	1,008	411243	202
1645,98	0,992	411495	203
1646,972	6,368	411743	2
1653,34	0,992	413335	102
1654,332	4,016	413583	200
1658,348	4	414587	201
166,284	4	41571	200
1662,348	0,992	415587	202
1663,34	0,992	415835	203
1664,332	3,632	416083	2
1667,964	1,008	416991	102
1668,972	3,984	417243	200
1672,956	4,016	418239	201
1676,972	0,992	419243	202
1677,964	1,008	419491	203
1678,972	3,632	419743	1
1682,604	1,008	420651	101
1683,612	4	420903	200
1687,612	4	421903	201
1691,612	1,008	422903	202
1692,62	0,992	423155	203
1693,612	3,632	423403	2
1697,244	1,008	424311	102
1698,252	4	424563	200
170,284	4	42571	201
1702,252	4	425563	201
1706,252	1,008	426563	202
1707,26	0,992	426815	203
1708,252	3,68	427063	1
1711,932	0,992	427983	101
1712,924	4	428231	200
1716,924	4,016	429231	201
1720,94	0,992	430235	202
1721,932	1,008	430483	203
1722,94	3,6	430735	1
1726,54	1,008	431635	101
1727,548	4	431887	200
1731,548	4	432887	201
1735,548	1,008	433887	202
1736,556	0,992	434139	203
1737,548	3,664	434387	1
174,284	2,016	43571	202
1741,212	1,008	435303	101
1742,22	3,984	435555	200
1746,204	4,016	436551	201
1750,22	0,992	437555	202
1751,212	1,008	437803	203
1752,22	6,8	438055	1
1759,02	0,992	439755	101
176,3	1,008	44075	203
1760,012	4	440003	200
1764,012	4	441003	201
1768,012	1,008	442003	202
1769,02	0,992	442255	203
177,308	4	44327	1
1770,012	3,696	442503	2
1773,708	1,008	443427	102
1774,716	3,984	443679	200
1778,7	4,016	444675	201
1782,716	0,992	445679	202
1783,708	1,008	445927	203
1784,716	3,68	446179	2
1788,396	1,008	447099	102
1789,404	3,984	447351	200
1793,388	4,016	448347	201
1797,404	0,992	449351	202
1798,396	1,008	449599	203
1799,404	3,648	449851	1
1803,052	1,008	450763	101
1804,06	4	451015	200
1808,06	4	452015	201
181,308	4	45327	200
1812,06	1,008	453015	202
1813,068	0,992	453267	203
1814,06	4,464	453515	2
1818,524	1,008	454631	102
1819,532	8,96	454883	200
1828,492	4,016	457123	201
1832,508	2	458127	202
