onset	duration	sample	value
1002,7	4	250675	200
1006,7	4,016	251675	201
101,164	1,008	25291	203
1010,716	2	252679	202
1012,716	1,008	253179	203
1013,724	4	253431	1
1017,724	4,016	254431	200
102,172	4	25543	1
1021,74	4	255435	201
1025,74	2	256435	202
1027,74	1,008	256935	203
1028,748	4	257187	2
1032,748	4	258187	200
1036,748	4	259187	201
1040,748	2,016	260187	202
1042,764	0,992	260691	203
1043,756	4,016	260939	2
1047,772	4,016	261943	200
1051,788	4	262947	201
1055,788	2,016	263947	202
1057,804	1,008	264451	203
1058,812	4	264703	1
106,172	4,016	26543	200
1062,812	4,016	265703	200
1066,828	3,984	266707	201
1070,812	2,016	267703	202
1072,828	1,008	268207	203
1073,836	4	268459	1
1077,836	4,016	269459	200
1081,852	4	270463	201
1085,852	2	271463	202
1087,852	1,024	271963	203
1088,876	3,984	272219	2
1092,86	4	273215	200
1096,86	4,016	274215	201
11,004	1,008	2751	203
110,188	3,984	27547	201
1100,876	2	275219	202
1102,876	1,008	275719	203
1103,884	4	275971	2
1107,884	4	276971	200
1111,884	4,016	277971	201
1115,9	2	278975	202
1117,9	1,008	279475	203
1118,908	4	279727	2
1122,908	4	280727	200
1126,908	4	281727	201
1130,908	2,016	282727	202
1132,924	1,008	283231	203
1133,932	4	283483	1
1137,932	4,016	284483	200
114,172	2,016	28543	202
1141,948	4	285487	201
1145,948	2	286487	202
1147,948	1,008	286987	203
1148,956	4,016	287239	2
1152,972	4	288243	200
1156,972	4	289243	201
116,188	1,024	29047	203
1160,972	2,016	290243	202
1162,988	0,992	290747	203
1163,98	4,016	290995	1
1167,996	4	291999	200
117,212	4	29303	1
1171,996	4	292999	201
1175,996	2	293999	202
1177,996	1,008	294499	203
1179,004	4,016	294751	1
1183,02	4,016	295755	200
1187,036	4	296759	201
1191,036	2	297759	202
1193,036	1,008	298259	203
1194,044	4	298511	1
1198,044	4	299511	200
12,012	4	3003	1
1202,044	4,016	300511	201
1206,06	2	301515	202
1208,06	1,008	302015	203
1209,068	4,016	302267	2
121,212	4	30303	200
1213,084	3,984	303271	200
1217,068	4,016	304267	201
1221,084	2	305271	202
1223,084	1,008	305771	203
1224,092	4	306023	2
1228,092	4,016	307023	200
1232,108	4	308027	201
