onset	duration	sample	value
1002,7	4	250675	200
1006,7	4	251675	201
101,18	1,008	25295	203
1010,7	2	252675	202
1012,7	1,024	253175	203
1013,724	4	253431	2
1017,724	4	254431	200
102,188	4	25547	1
1021,724	4	255431	201
1025,724	2,016	256431	202
1027,74	0,992	256935	203
1028,732	4,016	257183	2
1032,748	4	258187	200
1036,748	4	259187	201
1040,748	2,016	260187	202
1042,764	0,992	260691	203
1043,756	4,016	260939	1
1047,772	4	261943	200
1051,772	4	262943	201
1055,772	2	263943	202
1057,772	1,008	264443	203
1058,78	4	264695	2
106,188	4	26547	200
1062,78	4	265695	200
1066,78	4,016	266695	201
1070,796	2	267699	202
1072,796	1,008	268199	203
1073,804	4	268451	1
1077,804	4,016	269451	200
1081,82	4	270455	201
1085,82	2	271455	202
1087,82	1,008	271955	203
1088,828	4	272207	2
1092,828	4	273207	200
1096,828	4	274207	201
11,004	1,008	2751	203
110,188	4,016	27547	201
1100,828	2,016	275207	202
1102,844	1,008	275711	203
1103,852	4,016	275963	1
1107,868	4	276967	200
1111,868	3,984	277967	201
1115,852	2,016	278963	202
1117,868	1,008	279467	203
1118,876	4,016	279719	2
1122,892	4	280723	200
1126,892	4	281723	201
1130,892	2	282723	202
1132,892	1,008	283223	203
1133,9	4	283475	2
1137,9	4	284475	200
114,204	1,984	28551	202
1141,9	4,016	285475	201
1145,916	1,984	286479	202
1147,9	1,024	286975	203
1148,924	4	287231	2
1152,924	4	288231	200
1156,924	4,016	289231	201
116,188	1,024	29047	203
1160,94	1,984	290235	202
1162,924	1,008	290731	203
1163,932	4,016	290983	1
1167,948	4	291987	200
117,212	4	29303	2
1171,948	4,016	292987	201
1175,964	1,984	293991	202
1177,948	1,024	294487	203
1178,972	4	294743	1
1182,972	4	295743	200
1186,972	4	296743	201
1190,972	2,016	297743	202
1192,988	0,992	298247	203
1193,98	4,016	298495	2
1197,996	4,016	299499	200
12,012	4	3003	2
1202,012	4	300503	201
1206,012	2	301503	202
1208,012	1,008	302003	203
1209,02	4	302255	1
121,212	4,016	30303	200
1213,02	4	303255	200
1217,02	4	304255	201
1221,02	2	305255	202
1223,02	1,024	305755	203
1224,044	4	306011	1
1228,044	4,016	307011	200
1232,06	3,984	308015	201
1236,044	2,016	309011	202
1238,06	0,992	309515	203
1239,052	4,016	309763	2
1243,068	4	310767	200
1247,068	4	311767	201
125,228	3,984	31307	201
1251,068	2,016	312767	202
1253,084	1,008	313271	203
1254,092	3,984	313523	1
1258,076	4,016	314519	200
1262,092	4	315523	201
1266,092	2	316523	202
1268,092	1,024	317023	203
1269,116	4	317279	1
1273,116	4	318279	200
1277,116	4,016	319279	201
1281,132	2	320283	202
1283,132	1,008	320783	203
1284,14	4	321035	2
1288,14	4	322035	200
129,212	2,032	32303	202
1292,14	4	323035	201
1296,14	2	324035	202
