onset	duration	sample	value
1002,556	4	250639	200
1006,556	4	251639	201
101,148	1,008	25287	203
1010,556	2	252639	202
1012,556	1,008	253139	203
1013,564	4,016	253391	1
1017,58	4	254395	200
102,156	4	25539	1
1021,58	4	255395	201
1025,58	2,016	256395	202
1027,596	0,992	256899	203
1028,588	4	257147	2
1032,588	4	258147	200
1036,588	4,016	259147	201
1040,604	2	260151	202
1042,604	1,008	260651	203
1043,612	4,016	260903	2
1047,628	4	261907	200
1051,628	4	262907	201
1055,628	2	263907	202
1057,628	1,008	264407	203
1058,636	4,016	264659	1
106,156	4,016	26539	200
1062,652	4	265663	200
1066,652	4	266663	201
1070,652	2	267663	202
1072,652	1,008	268163	203
1073,66	4,016	268415	2
1077,676	4	269419	200
1081,676	4	270419	201
1085,676	2	271419	202
1087,676	1,008	271919	203
1088,684	4,016	272171	1
1092,7	3,984	273175	200
1096,684	4,016	274171	201
11,004	1,008	2751	203
110,172	4	27543	201
1100,7	2	275175	202
1102,7	1,008	275675	203
1103,708	4	275927	1
1107,708	4,016	276927	200
1111,724	4	277931	201
1115,724	2	278931	202
1117,724	1,008	279431	203
1118,732	4	279683	2
1122,732	4,016	280683	200
1126,748	3,984	281687	201
1130,732	2	282683	202
1132,732	1,024	283183	203
1133,756	4	283439	2
1137,756	4	284439	200
114,172	2,016	28543	202
1141,756	4	285439	201
1145,756	2	286439	202
1147,756	1,008	286939	203
1148,764	4,016	287191	1
1152,78	4,016	288195	200
1156,796	4	289199	201
116,188	0,992	29047	203
1160,796	2	290199	202
1162,796	1,008	290699	203
1163,804	4	290951	2
1167,804	4,016	291951	200
117,18	4,016	29295	1
1171,82	3,984	292955	201
1175,804	2	293951	202
1177,804	1,024	294451	203
1178,828	4	294707	1
1182,828	4,016	295707	200
1186,844	4	296711	201
1190,844	2	297711	202
1192,844	1,008	298211	203
1193,852	4	298463	2
1197,852	4,016	299463	200
12,012	4	3003	2
1201,868	4	300467	201
1205,868	2	301467	202
1207,868	1,008	301967	203
1208,876	4,016	302219	1
121,196	4	30299	200
1212,892	4	303223	200
1216,892	3,984	304223	201
1220,876	2,016	305219	202
1222,892	1,008	305723	203
1223,9	4,016	305975	2
1227,916	3,984	306979	200
1231,9	4,016	307975	201
1235,916	2	308979	202
1237,916	1,024	309479	203
1238,94	3,984	309735	1
1242,924	4,016	310731	200
1246,94	4	311735	201
125,196	4	31299	201
1250,94	2	312735	202
1252,94	1,008	313235	203
1253,948	4,016	313487	1
1257,964	4	314491	200
1261,964	4	315491	201
1265,964	2	316491	202
1267,964	1,024	316991	203
1268,988	4	317247	2
1272,988	4	318247	200
1276,988	4	319247	201
1280,988	2	320247	202
1282,988	1,008	320747	203
1283,996	4,016	320999	1
1288,012	4	322003	200
129,196	2	32299	202
1292,012	4,016	323003	201
1296,028	2	324007	202
1298,028	0,992	324507	203
1299,02	4,016	324755	2
1303,036	4	325759	200
1307,036	4	326759	201
131,196	1,008	32799	203
1311,036	2,016	327759	202
1313,052	0,992	328263	203
1314,044	4,016	328511	1
1318,06	4	329515	200
132,204	4	33051	2
1322,06	4	330515	201
1326,06	2	331515	202
1328,06	1,008	332015	203
1329,068	4	332267	1
1333,068	4,016	333267	200
1337,084	4	334271	201
1341,084	2	335271	202
1343,084	1,008	335771	203
1344,092	4	336023	1
1348,092	4	337023	200
1352,092	4,016	338023	201
1356,108	2	339027	202
1358,108	1,008	339527	203
1359,116	4	339779	2
136,204	4,016	34051	200
1363,116	9,04	340779	200
1372,156	4	343039	201
1376,156	0,992	344039	202
1377,148	1,008	344287	203
1378,156	3,52	344539	2
1381,676	0,992	345419	102
1382,668	4	345667	200
1386,668	4	346667	201
1390,668	1,008	347667	202
1391,676	1,008	347919	203
1392,684	3,616	348171	2
1396,3	0,992	349075	102
1397,292	4	349323	200
140,22	4	35055	201
1401,292	4	350323	201
1405,292	1,008	351323	202
1406,3	1,008	351575	203
1407,308	3,568	351827	1
1410,876	0,992	352719	101
1411,868	4,016	352967	200
1415,884	4	353971	201
1419,884	0,992	354971	202
1420,876	1,008	355219	203
1421,884	3,632	355471	2
1425,516	0,992	356379	102
1426,508	4	356627	200
1430,508	4,016	357627	201
1434,524	0,992	358631	202
1435,516	0,992	358879	203
1436,508	3,68	359127	2
144,22	2	36055	202
1440,188	1,008	360047	102
1441,196	3,984	360299	200
1445,18	4	361295	201
1449,18	1,008	362295	202
1450,188	1,008	362547	203
1451,196	3,584	362799	1
1454,78	1,008	363695	101
1455,788	4	363947	200
1459,788	4	364947	201
146,22	1,008	36555	203
1463,788	0,992	365947	202
1464,78	1,008	366195	203
1465,788	6,816	366447	2
147,228	4	36807	2
1472,604	1,008	368151	102
1473,612	4	368403	200
1477,612	4	369403	201
1481,612	1,008	370403	202
1482,62	0,992	370655	203
1483,612	3,504	370903	2
1487,116	1,008	371779	102
1488,124	4,016	372031	200
1492,14	4	373035	201
1496,14	0,992	374035	202
1497,132	0,992	374283	203
1498,124	3,664	374531	2
1501,788	0,992	375447	102
1502,78	4	375695	200
1506,78	4	376695	201
151,228	4	37807	200
1510,78	1,008	377695	202
1511,788	1,008	377947	203
1512,796	3,616	378199	1
1516,412	1,008	379103	101
1517,42	3,984	379355	200
1521,404	4,016	380351	201
1525,42	0,992	381355	202
1526,412	1,008	381603	203
1527,42	3,68	381855	1
1531,1	0,992	382775	101
1532,092	4,016	383023	200
1536,108	4	384027	201
1540,108	1,008	385027	202
1541,116	0,992	385279	203
1542,108	3,632	385527	2
1545,74	0,992	386435	102
1546,732	4	386683	200
155,228	4,016	38807	201
1550,732	4	387683	201
1554,732	1,008	388683	202
1555,74	0,992	388935	203
1556,732	3,68	389183	1
1560,412	0,992	390103	101
1561,404	4	390351	200
