onset	duration	sample	value
1002,588	4,016	250647	200
1006,604	4	251651	201
101,164	1,008	25291	203
1010,604	2	252651	202
1012,604	1,024	253151	203
1013,628	4	253407	1
1017,628	4	254407	200
102,172	4	25543	2
1021,628	4	255407	201
1025,628	2,016	256407	202
1027,644	0,992	256911	203
1028,636	4	257159	1
1032,636	4,016	258159	200
1036,652	4	259163	201
1040,652	2	260163	202
1042,652	1,008	260663	203
1043,66	4	260915	2
1047,66	4	261915	200
1051,66	4,016	262915	201
1055,676	2	263919	202
1057,676	1,008	264419	203
1058,684	4	264671	1
106,172	4	26543	200
1062,684	4,016	265671	200
1066,7	4	266675	201
1070,7	2	267675	202
1072,7	1,008	268175	203
1073,708	4,032	268427	1
1077,74	3,984	269435	200
1081,724	4,016	270431	201
1085,74	2	271435	202
1087,74	1,008	271935	203
1088,748	4	272187	1
1092,748	4	273187	200
1096,748	4	274187	201
11,004	1,008	2751	203
110,172	4	27543	201
1100,748	2	275187	202
1102,748	1,024	275687	203
1103,772	4	275943	2
1107,772	4	276943	200
1111,772	4	277943	201
1115,772	2	278943	202
1117,772	1,008	279443	203
1118,78	4,016	279695	2
1122,796	4	280699	200
1126,796	4	281699	201
1130,796	2,016	282699	202
1132,812	1,008	283203	203
1133,82	4	283455	2
1137,82	4	284455	200
114,172	2	28543	202
1141,82	4	285455	201
1145,82	2,016	286455	202
1147,836	0,992	286959	203
1148,828	4,016	287207	1
1152,844	4	288211	200
1156,844	4,016	289211	201
116,172	1,008	29043	203
1160,86	1,984	290215	202
1162,844	1,024	290711	203
1163,868	4	290967	1
1167,868	4,016	291967	200
117,18	4,016	29295	1
1171,884	3,984	292971	201
1175,868	2	293967	202
1177,868	1,024	294467	203
1178,892	4	294723	1
1182,892	4,016	295723	200
1186,908	3,984	296727	201
1190,892	2,016	297723	202
1192,908	1,008	298227	203
1193,916	4	298479	2
1197,916	4,016	299479	200
12,012	4,016	3003	2
1201,932	4	300483	201
1205,932	2	301483	202
1207,932	1,008	301983	203
1208,94	4	302235	2
121,196	4	30299	200
1212,94	4,016	303235	200
1216,956	4	304239	201
1220,956	2	305239	202
1222,956	1,008	305739	203
1223,964	4,016	305991	2
1227,98	4	306995	200
1231,98	4	307995	201
1235,98	2	308995	202
1237,98	1,008	309495	203
1238,988	4	309747	1
1242,988	4	310747	200
1246,988	4	311747	201
125,196	4	31299	201
1250,988	2,016	312747	202
1253,004	1,008	313251	203
1254,012	4,016	313503	2
1258,028	4	314507	200
1262,028	4	315507	201
1266,028	2,016	316507	202
1268,044	0,992	317011	203
1269,036	4	317259	2
1273,036	4,016	318259	200
1277,052	4,016	319263	201
1281,068	2	320267	202
1283,068	1,008	320767	203
1284,076	4	321019	1
1288,076	4	322019	200
129,196	2,016	32299	202
1292,076	4	323019	201
1296,076	2,016	324019	202
1298,092	1,008	324523	203
1299,1	4	324775	2
1303,1	4	325775	200
1307,1	4,016	326775	201
131,212	1,008	32803	203
1311,116	1,984	327779	202
1313,1	1,008	328275	203
1314,108	4,016	328527	2
1318,124	4	329531	200
132,22	4	33055	2
1322,124	4	330531	201
1326,124	2,016	331531	202
1328,14	1,008	332035	203
1329,148	4,016	332287	1
1333,164	4	333291	200
1337,164	4	334291	201
1341,164	2	335291	202
1343,164	1,008	335791	203
1344,172	4	336043	1
1348,172	4,016	337043	200
1352,188	4	338047	201
1356,188	2,016	339047	202
1358,204	1,008	339551	203
1359,212	4	339803	1
136,22	4,016	34055	200
1363,212	9,024	340803	200
1372,236	4,016	343059	201
1376,252	1,008	344063	202
1377,26	0,992	344315	203
1378,252	6	344563	1
1384,252	1,008	346063	101
1385,26	4	346315	200
1389,26	4	347315	201
1393,26	1,008	348315	202
1394,268	1,008	348567	203
1395,276	3,648	348819	2
1398,924	0,992	349731	102
1399,916	4,016	349979	200
140,236	4	35059	201
1403,932	3,984	350983	201
1407,916	1,008	351979	202
1408,924	0,992	352231	203
1409,916	3,696	352479	2
1413,612	0,992	353403	102
1414,604	4	353651	200
1418,604	4	354651	201
1422,604	1,008	355651	202
1423,612	1,008	355903	203
1424,62	3,632	356155	1
1428,252	0,992	357063	101
1429,244	4	357311	200
1433,244	4	358311	201
1437,244	1,008	359311	202
1438,252	0,992	359563	203
1439,244	4,144	359811	1
144,236	2	36059	202
1443,388	1,008	360847	101
1444,396	4	361099	200
1448,396	4	362099	201
1452,396	0,992	363099	202
1453,388	1,008	363347	203
1454,396	3,584	363599	2
1457,98	0,992	364495	102
1458,972	4	364743	200
146,236	0,992	36559	203
1462,972	4	365743	201
1466,972	0,992	366743	202
1467,964	1,024	366991	203
1468,988	9,92	367247	1
147,228	4,016	36807	1
1478,908	1,008	369727	101
1479,916	4	369979	200
1483,916	4	370979	201
1487,916	1,008	371979	202
1488,924	0,992	372231	203
1489,916	3,6	372479	2
1493,516	1,008	373379	102
1494,524	4	373631	200
1498,524	4	374631	201
1502,524	1,008	375631	202
1503,532	0,992	375883	203
1504,524	4,592	376131	2
1509,116	0,992	377279	102
151,244	4	37811	200
1510,108	4	377527	200
1514,108	4	378527	201
1518,108	1,008	379527	202
1519,116	0,992	379779	203
1520,108	14,064	380027	1
1534,172	1,008	383543	101
1535,18	4	383795	200
1539,18	4	384795	201
1543,18	0,992	385795	202
1544,172	1,024	386043	203
1545,196	5,152	386299	2
155,244	4	38811	201
1550,348	0,992	387587	102
1551,34	4	387835	200
1555,34	4	388835	201
1559,34	1,008	389835	202
1560,348	1,008	390087	203
1561,356	3,648	390339	1
1565,004	0,992	391251	101
1565,996	4	391499	200
1569,996	4	392499	201
1573,996	1,008	393499	202
1575,004	1,008	393751	203
1576,012	3,6	394003	2
1579,612	0,992	394903	102
1580,604	4	395151	200
1584,604	4	396151	201
1588,604	1,008	397151	202
1589,612	0,992	397403	203
159,244	2	39811	202
1590,604	12,576	397651	2
16,028	4	4007	200
1603,18	1,008	400795	102
1604,188	4	401047	200
1608,188	3,984	402047	201
161,244	1,024	40311	203
1612,172	1,024	403043	202
1613,196	0,992	403299	203
1614,188	3,568	403547	2
1617,756	1,008	404439	102
1618,764	3,984	404691	200
162,268	4	40567	2
1622,748	4,016	405687	201
1626,764	0,992	406691	202
1627,756	1,008	406939	203
1628,764	4,8	407191	1
1633,564	1,008	408391	101
1634,572	4	408643	200
1638,572	4	409643	201
1642,572	0,992	410643	202
1643,564	1,024	410891	203
1644,588	6,224	411147	2
1650,812	1,008	412703	102
1651,82	4	412955	200
1655,82	4	413955	201
1659,82	0,992	414955	202
166,268	4	41567	200
1660,812	1,008	415203	203
1661,82	3,616	415455	1
1665,436	1,008	416359	101
1666,444	4	416611	200
1670,444	4	417611	201
1674,444	0,992	418611	202
1675,436	1,008	418859	203
1676,444	3,44	419111	2
1679,884	1,008	419971	102
1680,892	4	420223	200
1684,892	4	421223	201
1688,892	1,008	422223	202
1689,9	0,992	422475	203
1690,892	6,464	422723	1
1697,356	1,008	424339	101
1698,364	4	424591	200
170,268	4,016	42567	201
1702,364	4	425591	201
1706,364	1,008	426591	202
1707,372	0,992	426843	203
1708,364	15,008	427091	1
1723,372	4	430843	200
1727,372	4	431843	201
1731,372	1,008	432843	202
1732,38	1,008	433095	203
1733,388	3,552	433347	1
1736,94	1,008	434235	101
1737,948	4	434487	200
174,284	2	43571	202
1741,948	4	435487	201
1745,948	0,992	436487	202
1746,94	1,008	436735	203
1747,948	3,552	436987	2
1751,5	0,992	437875	102
1752,492	4	438123	200
1756,492	4	439123	201
176,284	0,992	44071	203
1760,492	1,008	440123	202
1761,5	0,992	440375	203
1762,492	8,368	440623	1
177,276	4,016	44319	2
1770,86	1,008	442715	101
1771,868	4	442967	200
1775,868	4	443967	201
1779,868	0,992	444967	202
1780,86	1,008	445215	203
1781,868	3,568	445467	1
1785,436	1,008	446359	101
1786,444	4	446611	200
1790,444	4	447611	201
1794,444	1,008	448611	202
1795,452	1,008	448863	203
1796,46	5,872	449115	2
1802,332	0,992	450583	102
1803,324	4	450831	200
1807,324	4	451831	201
181,292	4	45323	200
1811,324	1,008	452831	202
1812,332	1,008	453083	203
1813,34	3,616	453335	1
1816,956	0,992	454239	101
1817,948	4	454487	200
1821,948	4,016	455487	201
1825,964	0,992	456491	202
1826,956	1,008	456739	203
1827,964	3,536	456991	2
1831,5	1,008	457875	102
1832,508	4	458127	200
1836,508	4	459127	201
1840,508	0,992	460127	202
1841,5	1,008	460375	203
1842,508	3,584	460627	2
1846,092	1,008	461523	102
1847,1	4	461775	200
185,292	3,984	46323	201
1851,1	4	462775	201
1855,1	1,008	463775	202
1856,108	0,992	464027	203
1857,1	3,568	464275	1
1860,668	1,008	465167	101
1861,676	9,008	465419	200
1870,684	4	467671	201
1874,684	2	468671	202
1876,684	1,024	469171	203
1877,708	4	469427	4
1881,708	4,016	470427	200
1885,724	3,984	471431	201
1889,708	2,016	472427	202
189,276	2,016	47319	202
1891,724	1,008	472931	203
1892,732	4	473183	4
1896,732	4,016	474183	200
1900,748	4	475187	201
1904,748	2	476187	202
1906,748	1,008	476687	203
1907,756	4,016	476939	3
191,292	1,008	47823	203
1911,772	4	477943	200
1915,772	4	478943	201
