onset	duration	sample	value
1003,1	4,016	250775	200
1007,116	4	251779	201
101,196	1,024	25299	203
1011,116	2	252779	202
1013,116	1,024	253279	203
1014,14	4	253535	1
1018,14	4,016	254535	200
102,22	4,016	25555	1
1022,156	3,984	255539	201
1026,14	2,016	256535	202
1028,156	0,992	257039	203
1029,148	4,032	257287	1
1033,18	4	258295	200
1037,18	4	259295	201
1041,18	2	260295	202
1043,18	1,008	260795	203
1044,188	4,016	261047	2
1048,204	4	262051	200
1052,204	4,016	263051	201
1056,22	2	264055	202
1058,22	1,008	264555	203
1059,228	4,016	264807	1
106,236	4	26559	200
1063,244	4	265811	200
1067,244	4	266811	201
1071,244	2	267811	202
1073,244	1,008	268311	203
1074,252	4,016	268563	2
1078,268	4	269567	200
1082,268	4	270567	201
1086,268	2,016	271567	202
1088,284	1,008	272071	203
1089,292	4	272323	2
1093,292	4,016	273323	200
1097,308	4	274327	201
11,02	1,008	2755	203
110,236	4	27559	201
1101,308	2	275327	202
1103,308	1,008	275827	203
1104,316	4	276079	1
1108,316	4,016	277079	200
1112,332	4	278083	201
1116,332	2	279083	202
1118,332	1,024	279583	203
1119,356	4	279839	2
1123,356	4	280839	200
1127,356	4	281839	201
1131,356	2,016	282839	202
1133,372	1,008	283343	203
1134,38	4	283595	1
1138,38	4,016	284595	200
114,236	2,016	28559	202
1142,396	4	285599	201
1146,396	2	286599	202
1148,396	1,008	287099	203
1149,404	4,016	287351	1
1153,42	4	288355	200
1157,42	4	289355	201
116,252	1,008	29063	203
1161,42	2,016	290355	202
1163,436	1,008	290859	203
1164,444	4,016	291111	2
1168,46	4	292115	200
117,26	4	29315	2
1172,46	3,984	293115	201
1176,444	2,016	294111	202
1178,46	1,008	294615	203
1179,468	4	294867	1
1183,468	4,016	295867	200
1187,484	4	296871	201
1191,484	2,016	297871	202
1193,5	1,008	298375	203
1194,508	4	298627	2
1198,508	4,016	299627	200
12,028	4,016	3007	1
1202,524	4	300631	201
1206,524	2	301631	202
1208,524	1,008	302131	203
1209,532	4	302383	2
121,26	4	30315	200
1213,532	4,016	303383	200
1217,548	4	304387	201
1221,548	2,016	305387	202
1223,564	1,008	305891	203
1224,572	4	306143	2
1228,572	4	307143	200
1232,572	4	308143	201
1236,572	2,016	309143	202
1238,588	1,008	309647	203
1239,596	4,016	309899	1
1243,612	4	310903	200
1247,612	4	311903	201
125,26	4,016	31315	201
1251,612	2	312903	202
1253,612	1,008	313403	203
1254,62	4,016	313655	1
1258,636	4,016	314659	200
1262,652	4	315663	201
1266,652	2	316663	202
1268,652	1,008	317163	203
1269,66	4	317415	2
1273,66	4,016	318415	200
1277,676	4	319419	201
1281,676	2,016	320419	202
1283,692	1,008	320923	203
1284,7	4	321175	2
1288,7	4,016	322175	200
129,276	2	32319	202
1292,716	4	323179	201
1296,716	2	324179	202
1298,716	1,008	324679	203
1299,724	4	324931	1
1303,724	4	325931	200
1307,724	4,016	326931	201
131,276	1,008	32819	203
1311,74	2	327935	202
1313,74	1,024	328435	203
1314,764	4	328691	1
1318,764	4,016	329691	200
132,284	4	33071	1
1322,78	4	330695	201
1326,78	2,016	331695	202
1328,796	0,992	332199	203
1329,788	4,016	332447	2
1333,804	4	333451	200
1337,804	4	334451	201
1341,804	2,016	335451	202
1343,82	0,992	335955	203
1344,812	4,016	336203	1
1348,828	4	337207	200
1352,828	4,016	338207	201
1356,844	2	339211	202
1358,844	1,008	339711	203
1359,852	4,016	339963	1
136,284	4	34071	200
1363,868	8,976	340967	200
1372,844	4	343211	201
1376,844	0,992	344211	202
1377,836	1,024	344459	203
1378,86	14,992	344715	1
1393,852	4	348463	200
1397,852	4	349463	201
140,284	4	35071	201
1401,852	1,008	350463	202
1402,86	1,008	350715	203
1403,868	3,632	350967	1
1407,5	1,008	351875	101
1408,508	4	352127	200
1412,508	4	353127	201
1416,508	0,992	354127	202
1417,5	1,024	354375	203
1418,524	3,584	354631	2
1422,108	1,008	355527	102
1423,116	4	355779	200
1427,116	4	356779	201
1431,116	1,008	357779	202
1432,124	1,008	358031	203
1433,132	15,008	358283	1
144,284	2	36071	202
1448,14	4	362035	200
1452,14	3,984	363035	201
1456,124	1,008	364031	202
1457,132	1,008	364283	203
1458,14	3,648	364535	2
146,284	1,024	36571	203
1461,788	0,992	365447	102
1462,78	4,016	365695	200
1466,796	4	366699	201
147,308	4,016	36827	2
1470,796	0,992	367699	202
1471,788	1,008	367947	203
1472,796	7,04	368199	1
1479,836	1,008	369959	101
1480,844	4,016	370211	200
1484,86	4	371215	201
1488,86	0,992	372215	202
1489,852	0,992	372463	203
1490,844	4,08	372711	1
1494,924	1,024	373731	101
1495,948	3,984	373987	200
1499,932	4	374983	201
1503,932	1,024	375983	202
1504,956	0,992	376239	203
1505,948	3,808	376487	2
1509,756	0,992	377439	102
151,324	4	37831	200
1510,748	4,016	377687	200
1514,764	3,984	378691	201
1518,748	1,024	379687	202
1519,772	0,992	379943	203
1520,764	3,84	380191	2
1524,604	1,008	381151	102
1525,612	4	381403	200
1529,612	4	382403	201
1533,612	1,008	383403	202
1534,62	1,008	383655	203
1535,628	3,84	383907	2
1539,468	1,008	384867	102
1540,476	4	385119	200
1544,476	4	386119	201
1548,476	0,992	387119	202
1549,468	1,008	387367	203
155,324	4	38831	201
1550,476	3,744	387619	1
1554,22	0,992	388555	101
1555,212	4,016	388803	200
1559,228	3,984	389807	201
1563,212	1,024	390803	202
1564,236	0,992	391059	203
1565,228	15,008	391307	1
1580,236	4	395059	200
1584,236	3,984	396059	201
1588,22	1,008	397055	202
1589,228	1,008	397307	203
159,324	2,016	39831	202
1590,236	3,584	397559	1
1593,82	0,992	398455	101
1594,812	4,016	398703	200
1598,828	4	399707	201
16,044	4	4011	200
1602,828	1,008	400707	202
1603,836	0,992	400959	203
1604,828	3,6	401207	2
1608,428	1,008	402107	102
1609,436	4	402359	200
161,34	0,992	40335	203
1613,436	4	403359	201
1617,436	1,008	404359	202
1618,444	0,992	404611	203
1619,436	14,992	404859	1
162,332	4,016	40583	2
1634,428	4,016	408607	200
1638,444	4	409611	201
1642,444	0,992	410611	202
1643,436	1,008	410859	203
1644,444	3,696	411111	2
1648,14	0,992	412035	102
1649,132	4	412283	200
1653,132	4,016	413283	201
1657,148	0,992	414287	202
1658,14	1,008	414535	203
1659,148	15,008	414787	1
166,348	4	41587	200
1674,156	4	418539	200
1678,156	4	419539	201
1682,156	0,992	420539	202
1683,148	1,008	420787	203
1684,156	3,648	421039	1
1687,804	1,008	421951	101
1688,812	4	422203	200
1692,812	4	423203	201
1696,812	0,992	424203	202
1697,804	1,008	424451	203
1698,812	3,6	424703	2
170,348	4,016	42587	201
1702,412	1,008	425603	102
1703,42	4	425855	200
1707,42	4	426855	201
1711,42	1,008	427855	202
1712,428	0,992	428107	203
1713,42	3,584	428355	2
1717,004	0,992	429251	102
1717,996	4,016	429499	200
1722,012	4	430503	201
1726,012	1,008	431503	202
1727,02	0,992	431755	203
1728,012	3,664	432003	2
1731,676	0,992	432919	102
1732,668	4,016	433167	200
1736,684	3,984	434171	201
174,364	1,984	43591	202
1740,668	1,008	435167	202
1741,676	0,992	435419	203
1742,668	3,68	435667	2
1746,348	0,992	436587	102
1747,34	4,016	436835	200
1751,356	4	437839	201
1755,356	0,992	438839	202
1756,348	1,008	439087	203
1757,356	3,584	439339	1
176,348	1,024	44087	203
1760,94	0,992	440235	101
1761,932	4,016	440483	200
1765,948	3,984	441487	201
1769,932	1,024	442483	202
177,372	4	44343	2
1770,956	0,992	442739	203
1771,948	3,648	442987	2
1775,596	0,992	443899	102
1776,588	4,016	444147	200
1780,604	4	445151	201
1784,604	1,008	446151	202
1785,612	0,992	446403	203
1786,604	5,424	446651	1
1792,028	1,008	448007	101
1793,036	4,016	448259	200
1797,052	4	449263	201
1801,052	1,008	450263	202
1802,06	0,992	450515	203
1803,052	3,68	450763	2
1806,732	0,992	451683	102
1807,724	4	451931	200
181,372	4,016	45343	200
1811,724	4	452931	201
1815,724	1,024	453931	202
1816,748	0,992	454187	203
1817,74	3,632	454435	2
1821,372	1,008	455343	102
1822,38	4	455595	200
1826,38	4	456595	201
1830,38	0,992	457595	202
1831,372	1,008	457843	203
1832,38	3,616	458095	1
1835,996	1,008	458999	101
1837,004	4	459251	200
1841,004	4,016	460251	201
1845,02	0,992	461255	202
1846,012	1,008	461503	203
1847,02	3,6	461755	2
185,388	3,984	46347	201
1850,62	1,024	462655	102
1851,644	3,984	462911	200
1855,628	4	463907	201
1859,628	1,008	464907	202
1860,636	0,992	465159	203
1861,628	8	465407	1
1869,628	1,008	467407	101
1870,636	8,976	467659	200
1879,612	4,016	469903	201
1883,628	2	470907	202
1885,628	1,024	471407	203
1886,652	4	471663	3
189,372	2,016	47343	202
1890,652	4,016	472663	200
1894,668	4	473667	201
1898,668	2	474667	202
1900,668	1,008	475167	203
1901,676	4	475419	4
1905,676	4,016	476419	200
1909,692	3,984	477423	201
191,388	1,024	47847	203
1913,676	2,016	478419	202
1915,692	1,024	478923	203
1916,716	4	479179	4
192,412	4	48103	1
1920,716	4	480179	200
1924,716	4	481179	201
1928,716	2,016	482179	202
1930,732	1,008	482683	203
1931,74	4,016	482935	4
1935,756	3,984	483939	200
1939,74	4	484935	201
1943,74	2,016	485935	202
1945,756	1,024	486439	203
1946,78	4	486695	3
1950,78	4	487695	200
1954,78	4	488695	201
1958,78	2,016	489695	202
196,412	4,016	49103	200
1960,796	1,008	490199	203
1961,804	4	490451	3
1965,804	4	491451	200
1969,804	4,016	492451	201
1973,82	2	493455	202
1975,82	1,008	493955	203
1976,828	4	494207	3
1980,828	4,016	495207	200
1984,844	4	496211	201
1988,844	2	497211	202
1990,844	1,024	497711	203
1991,868	4	497967	4
1995,868	4,016	498967	200
1999,884	4	499971	201
20,044	4	5011	201
200,428	4	50107	201
2003,884	2	500971	202
2005,884	1,008	501471	203
2006,892	4	501723	4
2010,892	4	502723	200
2014,892	4,016	503723	201
2018,908	2	504727	202
2020,908	1,008	505227	203
2021,916	4,016	505479	3
2025,932	4	506483	200
2029,932	4	507483	201
2033,932	2	508483	202
2035,932	1,008	508983	203
2036,94	4,016	509235	3
204,428	2	51107	202
2040,956	4,016	510239	200
2044,972	4	511243	201
2048,972	2	512243	202
2050,972	1,008	512743	203
2051,98	4,016	512995	4
2055,996	4	513999	200
2059,996	4	514999	201
206,428	1,008	51607	203
2063,996	2	515999	202
2065,996	1,008	516499	203
2067,004	4,016	516751	4
207,436	4,016	51859	1
2071,02	4,016	517755	200
2075,036	3,984	518759	201
2079,02	2,016	519755	202
2081,036	1,008	520259	203
2082,044	4	520511	4
2086,044	4	521511	200
2090,044	4	522511	201
2094,044	2,016	523511	202
2096,06	1,008	524015	203
2097,068	4,016	524267	3
2101,084	4	525271	200
2105,084	4	526271	201
2109,084	2,016	527271	202
211,452	4	52863	200
2111,1	0,992	527775	203
2112,092	4,016	528023	4
2116,108	4,016	529027	200
2120,124	4	530031	201
2124,124	2	531031	202
2126,124	1,024	531531	203
2127,148	4	531787	3
2131,148	4	532787	200
2135,148	4	533787	201
2139,148	2,016	534787	202
