onset	duration	sample	value
1002,652	4	250663	200
1006,652	4	251663	201
101,164	1,008	25291	203
1010,652	2	252663	202
1012,652	1,024	253163	203
1013,676	4	253419	2
1017,676	4,016	254419	200
102,172	4	25543	2
1021,692	3,984	255423	201
1025,676	2,016	256419	202
1027,692	1,008	256923	203
1028,7	4,016	257175	1
1032,716	4	258179	200
1036,716	3,984	259179	201
1040,7	2,016	260175	202
1042,716	1,008	260679	203
1043,724	4	260931	1
1047,724	4	261931	200
1051,724	4	262931	201
1055,724	2,016	263931	202
1057,74	1,008	264435	203
1058,748	4,016	264687	1
106,172	4	26543	200
1062,764	4	265691	200
1066,764	4	266691	201
1070,764	2	267691	202
1072,764	1,008	268191	203
1073,772	4	268443	2
1077,772	4,016	269443	200
1081,788	4	270447	201
1085,788	2	271447	202
1087,788	1,008	271947	203
1088,796	4	272199	2
1092,796	4,016	273199	200
1096,812	4	274203	201
11,004	1,024	2751	203
110,172	4	27543	201
1100,812	2	275203	202
1102,812	1,008	275703	203
1103,82	4	275955	1
1107,82	4	276955	200
1111,82	4,016	277955	201
1115,836	2	278959	202
1117,836	1,008	279459	203
1118,844	4	279711	1
1122,844	4	280711	200
1126,844	4	281711	201
1130,844	2,016	282711	202
1132,86	1,008	283215	203
1133,868	4	283467	1
1137,868	4	284467	200
114,172	2	28543	202
1141,868	4	285467	201
1145,868	2,016	286467	202
1147,884	1,008	286971	203
1148,892	4	287223	2
1152,892	4,016	288223	200
1156,908	3,984	289227	201
116,172	1,024	29043	203
1160,892	2	290223	202
1162,892	1,024	290723	203
1163,916	4	290979	1
1167,916	4	291979	200
117,196	4	29299	2
1171,916	4,016	292979	201
1175,932	2	293983	202
1177,932	0,992	294483	203
1178,924	4,016	294731	2
1182,94	4	295735	200
1186,94	4	296735	201
1190,94	2	297735	202
1192,94	1,008	298235	203
1193,948	4,016	298487	2
1197,964	4	299491	200
12,028	4	3007	1
1201,964	4	300491	201
1205,964	2	301491	202
1207,964	1,024	301991	203
1208,988	4	302247	2
121,196	4,016	30299	200
1212,988	4	303247	200
1216,988	4,016	304247	201
1221,004	2	305251	202
1223,004	0,992	305751	203
1223,996	4,016	305999	1
1228,012	4,016	307003	200
1232,028	3,984	308007	201
1236,012	2	309003	202
1238,012	1,024	309503	203
1239,036	4	309759	2
1243,036	4	310759	200
1247,036	4,016	311759	201
125,212	3,984	31303	201
1251,052	2	312763	202
1253,052	1,008	313263	203
1254,06	4	313515	1
1258,06	4,016	314515	200
1262,076	3,984	315519	201
1266,06	2,016	316515	202
1268,076	1,008	317019	203
1269,084	4	317271	1
1273,084	4	318271	200
1277,084	4	319271	201
1281,084	2,016	320271	202
1283,1	1,008	320775	203
1284,108	4	321027	2
1288,108	4	322027	200
129,196	2,016	32299	202
1292,108	4,016	323027	201
1296,124	2	324031	202
1298,124	1,008	324531	203
1299,132	4	324783	1
1303,132	4,016	325783	200
1307,148	4	326787	201
131,212	1,008	32803	203
1311,148	2	327787	202
1313,148	1,008	328287	203
1314,156	4,016	328539	2
