onset	duration	sample	value
1003,132	3,984	250783	200
1007,116	4,016	251779	201
101,196	1,008	25299	203
1011,132	2	252783	202
1013,132	1,008	253283	203
1014,14	4,016	253535	1
1018,156	4,016	254539	200
102,204	4,016	25551	2
1022,172	3,984	255543	201
1026,156	2	256539	202
1028,156	1,008	257039	203
1029,164	4,016	257291	2
1033,18	4,016	258295	200
1037,196	4	259299	201
1041,196	2	260299	202
1043,196	1,008	260799	203
1044,204	4,016	261051	2
1048,22	3,984	262055	200
1052,204	4,016	263051	201
1056,22	2,016	264055	202
1058,236	0,992	264559	203
1059,228	4,016	264807	1
106,22	4	26555	200
1063,244	4	265811	200
1067,244	4,016	266811	201
1071,26	1,984	267815	202
1073,244	1,024	268311	203
1074,268	4	268567	2
1078,268	4,016	269567	200
1082,284	3,984	270571	201
1086,268	2,016	271567	202
1088,284	1,008	272071	203
1089,292	4,016	272323	1
1093,308	4	273327	200
1097,308	4	274327	201
11,004	1,008	2751	203
110,22	3,984	27555	201
1101,308	2,016	275327	202
1103,324	1,008	275831	203
1104,332	4	276083	1
1108,332	4	277083	200
1112,332	4,016	278083	201
1116,348	2,016	279087	202
1118,364	0,992	279591	203
1119,356	4	279839	2
1123,356	4,016	280839	200
1127,372	4	281843	201
1131,372	2,016	282843	202
1133,388	1,008	283347	203
1134,396	4,016	283599	1
1138,412	4	284603	200
114,204	2,016	28551	202
1142,412	4	285603	201
1146,412	2	286603	202
1148,412	1,024	287103	203
1149,436	4	287359	2
1153,436	4	288359	200
1157,436	4	289359	201
116,22	1,008	29055	203
1161,436	2	290359	202
1163,436	1,008	290859	203
1164,444	4,032	291111	1
1168,476	4	292119	200
117,228	4,032	29307	1
1172,476	4	293119	201
1176,476	2	294119	202
1178,476	1,008	294619	203
1179,484	4,016	294871	2
1183,5	4	295875	200
1187,5	4	296875	201
1191,5	2	297875	202
1193,5	1,024	298375	203
1194,524	4,016	298631	2
1198,54	3,984	299635	200
12,012	4,016	3003	1
1202,524	4	300631	201
1206,524	2,016	301631	202
1208,54	1,008	302135	203
1209,548	4,016	302387	2
121,26	4	30315	200
1213,564	4	303391	200
1217,564	4	304391	201
1221,564	2,016	305391	202
1223,58	1,008	305895	203
1224,588	4	306147	1
1228,588	4,016	307147	200
1232,604	4	308151	201
1236,604	2	309151	202
1238,604	1,008	309651	203
1239,612	4,016	309903	1
1243,628	4	310907	200
1247,628	4	311907	201
125,26	4	31315	201
1251,628	2	312907	202
1253,628	1,024	313407	203
1254,652	4	313663	2
1258,652	4,016	314663	200
1262,668	4	315667	201
1266,668	2	316667	202
1268,668	1,008	317167	203
1269,676	4,016	317419	1
1273,692	4	318423	200
1277,692	4	319423	201
1281,692	2,016	320423	202
1283,708	1,008	320927	203
1284,716	4	321179	1
1288,716	4,016	322179	200
129,26	2	32315	202
1292,732	4	323183	201
1296,732	2	324183	202
1298,732	1,008	324683	203
1299,74	4,016	324935	1
1303,756	4	325939	200
1307,756	4	326939	201
131,26	1,008	32815	203
1311,756	2	327939	202
1313,756	1,024	328439	203
1314,78	4	328695	2
1318,78	4	329695	200
132,268	4,016	33067	2
1322,78	4,016	330695	201
1326,796	2	331699	202
1328,796	1,008	332199	203
1329,804	4,016	332451	2
1333,82	4	333455	200
1337,82	4	334455	201
1341,82	2,016	335455	202
1343,836	1,008	335959	203
1344,844	4	336211	1
1348,844	4,016	337211	200
1352,86	4	338215	201
1356,86	2	339215	202
1358,86	1,008	339715	203
1359,868	4	339967	2
136,284	4	34071	200
1363,868	8,992	340967	200
1372,86	4,016	343215	201
