onset	duration	sample	value
1002,668	4	250667	200
1006,668	4	251667	201
101,164	0,992	25291	203
1010,668	2,016	252667	202
1012,684	1,008	253171	203
1013,692	4	253423	2
1017,692	4	254423	200
102,156	4,016	25539	1
1021,692	4	255423	201
1025,692	2,016	256423	202
1027,708	0,992	256927	203
1028,7	4,016	257175	2
1032,716	4	258179	200
1036,716	4	259179	201
1040,716	2,016	260179	202
1042,732	0,992	260683	203
1043,724	4,016	260931	1
1047,74	4	261935	200
1051,74	4	262935	201
1055,74	2	263935	202
1057,74	1,008	264435	203
1058,748	4	264687	2
106,172	4	26543	200
1062,748	4,016	265687	200
1066,764	4	266691	201
1070,764	2	267691	202
1072,764	1,024	268191	203
1073,788	4	268447	2
1077,788	4	269447	200
1081,788	4	270447	201
1085,788	2,016	271447	202
1087,804	0,992	271951	203
1088,796	4,016	272199	2
1092,812	4,016	273203	200
1096,828	4	274207	201
11,004	1,008	2751	203
110,172	4	27543	201
1100,828	2	275207	202
1102,828	1,008	275707	203
1103,836	4,016	275959	1
1107,852	4	276963	200
1111,852	4	277963	201
1115,852	2	278963	202
1117,852	1,008	279463	203
1118,86	4,016	279715	2
1122,876	4	280719	200
1126,876	3,984	281719	201
1130,86	2,016	282715	202
1132,876	1,008	283219	203
1133,884	4,016	283471	2
1137,9	4	284475	200
114,172	2,016	28543	202
1141,9	3,984	285475	201
1145,884	2,016	286471	202
1147,9	1,008	286975	203
1148,908	4,016	287227	1
1152,924	4	288231	200
1156,924	4	289231	201
116,188	1,008	29047	203
1160,924	2	290231	202
1162,924	1,008	290731	203
1163,932	4	290983	2
1167,932	4,016	291983	200
117,196	4,016	29299	1
1171,948	4	292987	201
1175,948	2	293987	202
1177,948	1,008	294487	203
1178,956	4,016	294739	2
1182,972	4	295743	200
1186,972	4	296743	201
1190,972	2	297743	202
1192,972	1,008	298243	203
1193,98	4,016	298495	1
1197,996	4,016	299499	200
12,012	4	3003	2
1202,012	3,984	300503	201
1205,996	2,016	301499	202
1208,012	1,008	302003	203
1209,02	4,016	302255	1
121,212	3,984	30303	200
1213,036	4	303259	200
1217,036	4	304259	201
1221,036	2	305259	202
1223,036	1,008	305759	203
1224,044	4,016	306011	2
1228,06	3,984	307015	200
1232,044	4,016	308011	201
1236,06	2	309015	202
1238,06	1,008	309515	203
1239,068	4,016	309767	1
1243,084	4	310771	200
1247,084	4	311771	201
125,196	4	31299	201
1251,084	2,016	312771	202
1253,1	1,008	313275	203
1254,108	4	313527	1
1258,108	4	314527	200
1262,108	4,016	315527	201
1266,124	1,984	316531	202
1268,108	1,024	317027	203
1269,132	4,016	317283	2
1273,148	4	318287	200
1277,148	4	319287	201
1281,148	2	320287	202
1283,148	1,024	320787	203
1284,172	3,984	321043	1
1288,156	4,032	322039	200
129,196	2,016	32299	202
1292,188	4	323047	201
1296,188	1,984	324047	202
1298,172	1,024	324543	203
1299,196	4	324799	1
1303,196	4	325799	200
1307,196	4	326799	201
131,212	1,008	32803	203
1311,196	2	327799	202
1313,196	1,008	328299	203
1314,204	4,016	328551	1
1318,22	4	329555	200
132,22	4	33055	1
1322,22	4,016	330555	201
1326,236	2	331559	202
1328,236	0,992	332059	203
1329,228	4,016	332307	2
1333,244	4,016	333311	200
1337,26	3,984	334315	201
1341,244	2,016	335311	202
1343,26	1,008	335815	203
1344,268	4	336067	2
1348,268	4,016	337067	200
1352,284	4	338071	201
1356,284	2	339071	202
1358,284	1,008	339571	203
1359,292	4,016	339823	2
136,22	4,016	34055	200
1363,308	9,024	340827	200
1372,332	4,032	343083	201
1376,364	0,992	344091	202
1377,356	0,992	344339	203
1378,348	3,552	344587	2
1381,9	1,008	345475	102
1382,908	4	345727	200
1386,908	4	346727	201
1390,908	1,008	347727	202
1391,916	0,992	347979	203
1392,908	9,6	348227	1
140,236	4	35059	201
1402,508	1,008	350627	101
1403,516	4	350879	200
1407,516	4	351879	201
1411,516	1,008	352879	202
1412,524	1,008	353131	203
1413,532	5,168	353383	1
1418,7	1,008	354675	101
1419,708	4	354927	200
1423,708	4	355927	201
1427,708	1,008	356927	202
1428,716	1,008	357179	203
1429,724	3,696	357431	2
1433,42	1,008	358355	102
1434,428	4	358607	200
1438,428	3,984	359607	201
144,236	2,016	36059	202
1442,412	1,008	360603	202
1443,42	1,008	360855	203
1444,428	3,584	361107	2
1448,012	0,992	362003	102
1449,004	4	362251	200
1453,004	4,016	363251	201
1457,02	0,992	364255	202
1458,012	0,992	364503	203
1459,004	6,464	364751	1
146,252	0,992	36563	203
1465,468	1,008	366367	101
1466,476	4,016	366619	200
147,244	4,016	36811	2
1470,492	3,984	367623	201
1474,476	1,008	368619	202
1475,484	0,992	368871	203
