onset	duration	sample	value
1003,084	4	250771	200
1007,084	4,016	251771	201
101,196	1,008	25299	203
1011,1	2	252775	202
1013,1	1,008	253275	203
1014,108	4,032	253527	1
1018,14	3,984	254535	200
102,204	4,016	25551	2
1022,124	4,016	255531	201
1026,14	2	256535	202
1028,14	1,008	257035	203
1029,148	4,016	257287	2
1033,164	3,984	258291	200
1037,148	4	259287	201
1041,148	2,016	260287	202
1043,164	1,008	260791	203
1044,172	4	261043	2
1048,172	4,016	262043	200
1052,188	4	263047	201
1056,188	2	264047	202
1058,188	1,008	264547	203
1059,196	4,016	264799	1
106,22	3,984	26555	200
1063,212	4,016	265803	200
1067,228	3,984	266807	201
1071,212	2,016	267803	202
1073,228	1,008	268307	203
1074,236	4	268559	2
1078,236	4,016	269559	200
1082,252	4	270563	201
1086,252	2	271563	202
1088,252	1,008	272063	203
1089,26	4,016	272315	2
1093,276	4	273319	200
1097,276	4	274319	201
11,02	0,992	2755	203
110,204	4,016	27551	201
1101,276	2	275319	202
1103,276	1,008	275819	203
1104,284	4,016	276071	2
1108,3	4	277075	200
1112,3	4,016	278075	201
1116,316	2	279079	202
1118,316	1,008	279579	203
1119,324	4	279831	1
1123,324	4,016	280831	200
1127,34	4	281835	201
1131,34	2,016	282835	202
1133,356	1,008	283339	203
1134,364	3,984	283591	2
1138,348	4,016	284587	200
114,22	2	28555	202
1142,364	4	285591	201
1146,364	2	286591	202
1148,364	1,024	287091	203
1149,388	4,016	287347	1
1153,404	3,984	288351	200
1157,388	4,016	289347	201
116,22	1,008	29055	203
1161,404	2	290351	202
1163,404	1,008	290851	203
1164,412	4,016	291103	2
1168,428	4	292107	200
117,228	4,016	29307	1
1172,428	4	293107	201
1176,428	2,016	294107	202
1178,444	1,008	294611	203
1179,452	4	294863	1
1183,452	4	295863	200
1187,452	4,016	296863	201
1191,468	2	297867	202
1193,468	1,024	298367	203
1194,492	4	298623	1
1198,492	4	299623	200
12,012	4,032	3003	2
1202,492	4	300623	201
1206,492	2,016	301623	202
1208,508	1,008	302127	203
1209,516	4,016	302379	2
121,244	4	30311	200
1213,532	3,984	303383	200
1217,516	4,016	304379	201
1221,532	2	305383	202
1223,532	1,008	305883	203
1224,54	4,016	306135	1
1228,556	4	307139	200
1232,556	4	308139	201
1236,556	2,016	309139	202
1238,572	1,008	309643	203
1239,58	4,016	309895	2
1243,596	4	310899	200
1247,596	4	311899	201
125,244	4	31311	201
1251,596	2,016	312899	202
1253,612	0,992	313403	203
1254,604	4,016	313651	1
1258,62	4,016	314655	200
1262,636	4	315659	201
1266,636	2	316659	202
1268,636	1,008	317159	203
1269,644	4	317411	1
1273,644	4,016	318411	200
1277,66	4	319415	201
1281,66	2,016	320415	202
1283,676	0,992	320919	203
1284,668	4,016	321167	2
1288,684	4,016	322171	200
129,244	2,016	32311	202
1292,7	3,984	323175	201
1296,684	2,016	324171	202
1298,7	1,008	324675	203
1299,708	4	324927	1
1303,708	4,016	325927	200
1307,724	4	326931	201
131,26	1,008	32815	203
1311,724	2	327931	202
1313,724	1,008	328431	203
1314,732	4,016	328683	2
1318,748	4	329687	200
132,268	4,016	33067	1
1322,748	4	330687	201
1326,748	2	331687	202
1328,748	1,024	332187	203
1329,772	4,016	332443	2
1333,788	4	333447	200
1337,788	4	334447	201
1341,788	2	335447	202
1343,788	1,008	335947	203
1344,796	4	336199	1
1348,796	4,016	337199	200
1352,812	4,016	338203	201
1356,828	1,984	339207	202
1358,812	1,024	339703	203
1359,836	4	339959	1
136,284	4	34071	200
1363,836	8,976	340959	200
1372,812	4	343203	201
1376,812	2	344203	202
1378,812	1,008	344703	203
1379,82	3,68	344955	2
1383,5	1,008	345875	102
1384,508	4	346127	200
1388,508	4,016	347127	201
1392,524	1,984	348131	202
1394,508	1,008	348627	203
1395,516	8,848	348879	2
140,284	4	35071	201
1404,364	1,008	351091	102
1405,372	4	351343	200
1409,372	4	352343	201
1413,372	2	353343	202
1415,372	1,008	353843	203
1416,38	3,696	354095	1
1420,076	1,008	355019	101
1421,084	4	355271	200
1425,084	4	356271	201
1429,084	2,016	357271	202
1431,1	0,992	357775	203
1432,092	3,664	358023	1
1435,756	0,992	358939	101
1436,748	4,016	359187	200
144,284	2	36071	202
1440,764	4	360191	201
1444,764	2	361191	202
1446,764	1,008	361691	203
1447,772	3,68	361943	2
1451,452	0,992	362863	102
1452,444	4	363111	200
1456,444	4,016	364111	201
146,284	1,008	36571	203
1460,46	2	365115	202
1462,46	1,008	365615	203
1463,468	11,776	365867	2
147,292	4,016	36823	2
1475,244	0,992	368811	102
1476,236	4,016	369059	200
1480,252	4	370063	201
1484,252	2	371063	202
1486,252	1,008	371563	203
1487,26	3,632	371815	1
1490,892	0,992	372723	101
1491,884	4,016	372971	200
1495,9	3,984	373975	201
1499,884	2	374971	202
1501,884	1,008	375471	203
1502,892	3,632	375723	1
1506,524	1,008	376631	101
1507,532	4,016	376883	200
151,308	4	37827	200
1511,548	4	377887	201
1515,548	2	378887	202
1517,548	0,992	379387	203
1518,54	9,696	379635	2
1528,236	1,008	382059	102
1529,244	4	382311	200
1533,244	4	383311	201
1537,244	2	384311	202
1539,244	1,008	384811	203
1540,252	3,664	385063	2
1543,916	1,008	385979	102
1544,924	4	386231	200
1548,924	4	387231	201
155,308	4,016	38827	201
1552,924	2	388231	202
1554,924	1,008	388731	203
1555,932	6,224	388983	2
1562,156	0,992	390539	102
1563,148	4	390787	200
1567,148	4,016	391787	201
1571,164	1,984	392791	202
1573,148	1,008	393287	203
