onset	duration	sample	value
1002,652	4,016	250663	200
1006,668	4	251667	201
101,164	1,024	25291	203
1010,668	2	252667	202
1012,668	1,008	253167	203
1013,676	4	253419	1
1017,676	4,016	254419	200
102,188	4	25547	2
1021,692	4	255423	201
1025,692	2	256423	202
1027,692	1,008	256923	203
1028,7	4	257175	2
1032,7	4,016	258175	200
1036,716	4	259179	201
1040,716	2	260179	202
1042,716	1,008	260679	203
1043,724	4	260931	1
1047,724	4,016	261931	200
1051,74	4	262935	201
1055,74	2	263935	202
1057,74	1,008	264435	203
1058,748	4,016	264687	1
106,188	4	26547	200
1062,764	3,984	265691	200
1066,748	4,016	266687	201
1070,764	2	267691	202
1072,764	0,992	268191	203
1073,756	4,016	268439	2
1077,772	4,016	269443	200
1081,788	3,984	270447	201
1085,772	2,016	271443	202
1087,788	1,008	271947	203
1088,796	4,016	272199	1
1092,812	4	273203	200
1096,812	4	274203	201
11,02	1,008	2755	203
110,188	4	27547	201
1100,812	2,016	275203	202
1102,828	0,992	275707	203
1103,82	4,016	275955	1
1107,836	4	276959	200
1111,836	3,984	277959	201
1115,82	2,016	278955	202
1117,836	1,008	279459	203
1118,844	4	279711	2
1122,844	4	280711	200
1126,844	4,016	281711	201
1130,86	2	282715	202
1132,86	1,008	283215	203
1133,868	4,016	283467	1
1137,884	4,016	284471	200
114,188	2	28547	202
1141,9	3,984	285475	201
1145,884	2	286471	202
1147,884	1,008	286971	203
1148,892	4	287223	2
1152,892	4,016	288223	200
1156,908	4	289227	201
116,188	1,008	29047	203
1160,908	2	290227	202
1162,908	1,008	290727	203
1163,916	4	290979	2
1167,916	4,016	291979	200
117,196	4,032	29299	1
1171,932	4	292983	201
1175,932	2	293983	202
1177,932	1,008	294483	203
1178,94	4,016	294735	2
1182,956	4	295739	200
1186,956	4	296739	201
1190,956	2	297739	202
1192,956	1,008	298239	203
1193,964	4,016	298491	1
1197,98	4	299495	200
12,028	4	3007	1
1201,98	4	300495	201
1205,98	2	301495	202
1207,98	1,008	301995	203
1208,988	4	302247	2
121,228	4	30307	200
1212,988	4,016	303247	200
1217,004	4	304251	201
1221,004	2	305251	202
1223,004	1,008	305751	203
1224,012	4,016	306003	1
1228,028	4	307007	200
1232,028	4	308007	201
1236,028	2,016	309007	202
1238,044	0,992	309511	203
1239,036	4,016	309759	1
1243,052	4	310763	200
1247,052	4	311763	201
125,228	3,984	31307	201
1251,052	2	312763	202
1253,052	1,008	313263	203
1254,06	4,016	313515	2
1258,076	4	314519	200
1262,076	4	315519	201
1266,076	2	316519	202
1268,076	1,024	317019	203
1269,1	4	317275	2
1273,1	4	318275	200
1277,1	4	319275	201
1281,1	2,016	320275	202
1283,116	1,008	320779	203
1284,124	4	321031	1
1288,124	4	322031	200
129,212	2	32303	202
1292,124	4	323031	201
1296,124	2	324031	202
1298,124	1,008	324531	203
1299,132	4,016	324783	1
1303,148	4,016	325787	200
1307,164	3,984	326791	201
131,212	1,024	32803	203
1311,148	2,016	327787	202
1313,164	1,008	328291	203
1314,172	4	328543	2
1318,172	4	329543	200
132,236	3,984	33059	1
1322,172	4,016	330543	201
1326,188	2	331547	202
1328,188	1,008	332047	203
1329,196	4	332299	2
1333,196	4,016	333299	200
1337,212	4	334303	201
1341,212	1,984	335303	202
1343,196	1,024	335799	203
1344,22	4	336055	1
