onset	duration	sample	value
1002,572	4,016	250643	200
1006,588	3,984	251647	201
101,148	1,008	25287	203
1010,572	2,016	252643	202
1012,588	0,992	253147	203
1013,58	4,032	253395	1
1017,612	3,984	254403	200
102,156	4,016	25539	2
1021,596	4	255399	201
1025,596	2	256399	202
1027,596	1,008	256899	203
1028,604	4,016	257151	2
1032,62	4,016	258155	200
1036,636	3,984	259159	201
1040,62	2,016	260155	202
1042,636	1,008	260659	203
1043,644	4	260911	1
1047,644	4	261911	200
1051,644	4	262911	201
1055,644	2,016	263911	202
1057,66	0,992	264415	203
1058,652	4	264663	2
106,172	4	26543	200
1062,652	4,032	265663	200
1066,684	3,984	266671	201
1070,668	2	267667	202
1072,668	1,008	268167	203
1073,676	4,016	268419	2
1077,692	4	269423	200
1081,692	4,016	270423	201
1085,708	1,984	271427	202
1087,692	1,024	271923	203
1088,716	4	272179	1
1092,716	4,016	273179	200
1096,732	3,984	274183	201
11,004	1,008	2751	203
110,172	4	27543	201
1100,716	2,016	275179	202
1102,732	0,992	275683	203
1103,724	4,016	275931	1
1107,74	4,016	276935	200
1111,756	4	277939	201
1115,756	2	278939	202
1117,756	1,008	279439	203
1118,764	4,016	279691	1
1122,78	4,016	280695	200
1126,796	3,984	281699	201
1130,78	2	282695	202
1132,78	1,008	283195	203
1133,788	4	283447	2
1137,788	4	284447	200
114,172	2	28543	202
1141,788	4	285447	201
1145,788	2	286447	202
1147,788	1,024	286947	203
1148,812	4	287203	1
1152,812	4,016	288203	200
1156,828	3,984	289207	201
116,172	1,008	29043	203
1160,812	2,016	290203	202
1162,828	1,008	290707	203
1163,836	4	290959	2
1167,836	4,016	291959	200
117,18	4,016	29295	1
1171,852	4	292963	201
1175,852	2	293963	202
1177,852	1,024	294463	203
1178,876	4	294719	1
1182,876	4	295719	200
1186,876	4	296719	201
1190,876	2	297719	202
1192,876	1,024	298219	203
1193,9	4	298475	1
1197,9	4	299475	200
12,012	4,016	3003	1
1201,9	4	300475	201
1205,9	2	301475	202
1207,9	1,008	301975	203
1208,908	4,016	302227	2
121,196	4,016	30299	200
1212,924	4	303231	200
1216,924	3,984	304231	201
1220,908	2	305227	202
1222,908	1,024	305727	203
1223,932	4	305983	2
1227,932	4,016	306983	200
1231,948	4	307987	201
1235,948	1,984	308987	202
1237,932	1,024	309483	203
1238,956	4,016	309739	1
1242,972	4	310743	200
1246,972	4	311743	201
125,212	3,984	31303	201
1250,972	2	312743	202
1252,972	1,008	313243	203
1253,98	4,016	313495	2
1257,996	4	314499	200
1261,996	4	315499	201
1265,996	2	316499	202
1267,996	1,008	316999	203
1269,004	4	317251	2
1273,004	4,016	318251	200
1277,02	4	319255	201
1281,02	2	320255	202
1283,02	1,008	320755	203
1284,028	4,016	321007	2
1288,044	4	322011	200
129,196	2,016	32299	202
1292,044	4	323011	201
1296,044	2,016	324011	202
1298,06	0,992	324515	203
1299,052	4	324763	1
1303,052	4,032	325763	200
1307,084	4	326771	201
131,212	1,008	32803	203
1311,084	2	327771	202
1313,084	0,992	328271	203
1314,076	4,032	328519	1
1318,108	3,984	329527	200
132,22	3,984	33055	1
1322,092	4,016	330523	201
1326,108	2	331527	202
1328,108	1,008	332027	203
1329,116	4,016	332279	2
1333,132	3,984	333283	200
1337,116	4	334279	201
1341,116	2,016	335279	202
1343,132	0,992	335783	203
1344,124	4,016	336031	2
1348,14	4	337035	200
1352,14	4	338035	201
1356,14	2,016	339035	202
1358,156	1,008	339539	203
1359,164	4,016	339791	1
136,204	4,016	34051	200
1363,18	8,976	340795	200
1372,156	4,016	343039	201
1376,172	0,992	344043	202
1377,164	1,008	344291	203
1378,172	3,52	344543	1
1381,692	1,008	345423	101
1382,7	4	345675	200
1386,7	4	346675	201
1390,7	1,008	347675	202
1391,708	0,992	347927	203
1392,7	3,568	348175	2
1396,268	0,992	349067	102
1397,26	4	349315	200
140,22	4	35055	201
1401,26	4	350315	201
1405,26	1,008	351315	202
1406,268	0,992	351567	203
1407,26	3,584	351815	2
1410,844	0,992	352711	102
1411,836	4	352959	200
1415,836	4,016	353959	201
1419,852	0,992	354963	202
1420,844	0,992	355211	203
1421,836	3,568	355459	1
1425,404	0,992	356351	101
1426,396	4,016	356599	200
1430,412	3,984	357603	201
1434,396	1,008	358599	202
1435,404	1,008	358851	203
1436,412	4,864	359103	2
144,22	2	36055	202
1441,276	1,008	360319	102
1442,284	4	360571	200
1446,284	4	361571	201
1450,284	0,992	362571	202
1451,276	1,008	362819	203
1452,284	3,568	363071	2
1455,852	1,008	363963	102
1456,86	4	364215	200
146,22	1,008	36555	203
1460,86	3,984	365215	201
1464,844	1,008	366211	202
1465,852	1,008	366463	203
1466,86	15,008	366715	1
147,228	4,016	36807	2
1481,868	4	370467	200
1485,868	4	371467	201
1489,868	0,992	372467	202
1490,86	1,008	372715	203
1491,868	3,632	372967	1
1495,5	1,008	373875	101
1496,508	4	374127	200
1500,508	4	375127	201
1504,508	1,008	376127	202
1505,516	0,992	376379	203
1506,508	3,632	376627	1
151,244	4	37811	200
1510,14	1,008	377535	101
1511,148	4	377787	200
1515,148	3,984	378787	201
1519,132	1,008	379783	202
1520,14	1,008	380035	203
1521,148	3,696	380287	2
1524,844	1,008	381211	102
1525,852	3,984	381463	200
1529,836	4,016	382459	201
1533,852	1,008	383463	202
1534,86	0,992	383715	203
1535,852	10,928	383963	1
1546,78	0,992	386695	101
1547,772	4,016	386943	200
155,244	4	38811	201
1551,788	3,984	387947	201
1555,772	1,008	388943	202
1556,78	1,008	389195	203
1557,788	3,504	389447	1
1561,292	0,992	390323	101
1562,284	4,016	390571	200
1566,3	3,984	391575	201
1570,284	1,008	392571	202
1571,292	1,008	392823	203
1572,3	7,952	393075	2
1580,252	1,008	395063	102
1581,26	4,016	395315	200
1585,276	3,984	396319	201
1589,26	1,008	397315	202
159,244	2,016	39811	202
1590,268	1,008	397567	203
1591,276	3,6	397819	1
1594,876	1,008	398719	101
1595,884	4	398971	200
1599,884	4	399971	201
16,028	4,016	4007	200
1603,884	1,008	400971	202
1604,892	0,992	401223	203
1605,884	3,84	401471	2
1609,724	0,992	402431	102
161,26	0,992	40315	203
1610,716	4	402679	200
1614,716	4	403679	201
1618,716	0,992	404679	202
1619,708	1,008	404927	203
162,252	4	40563	1
1620,716	3,776	405179	1
1624,492	0,992	406123	101
1625,484	4,016	406371	200
1629,5	3,984	407375	201
1633,484	1,008	408371	202
1634,492	1,008	408623	203
1635,5	3,488	408875	1
1638,988	0,992	409747	101
1639,98	4,016	409995	200
